Rank,Principal,Points,Cloth,Wood,Glass,Metal,Circuit,Dfinity
118,qiwzj-y75tg-vbumc-aijpm-txohr-2tmx6-dmuzo-izvkk-acxhz-gu5vc-3qe,0,0,0,0,0,0,0
118,tsijn-y3xwf-gwdda-32kwk-5lqqn-mbzh2-ejxu4-hdqi4-ofues-x256k-aae,0,0,0,0,0,0,0
118,gnied-y6b4k-cpos7-6tc7c-ivd2e-bhfv6-dsdkd-ujlaq-tzxra-llw7s-aae,0,0,0,0,0,0,0
118,pphdd-y52cn-ys534-snshr-gsbxi-hcqyk-xzhfd-n2ogk-qlajp-xkbz6-vae,0,0,0,0,0,0,0
118,peflt-yzvcq-26syu-krkp7-iwopc-4jair-h57oh-2pqwb-m4yij-w5v76-4ae,0,3,0,0,0,0,0
118,pocmh-y35bo-qdlck-5dnah-jiqsi-esrst-n6oy3-6ccpy-yzuki-v3jzv-zqe,0,0,0,0,0,0,0
118,ylbyx-y5ws2-cd7wd-eqs75-2bcw5-gljw7-tpkke-bv6vv-joyea-caqdm-uae,0,0,0,0,0,0,0
118,v3aux-y2bsm-n7frr-k6joe-dahvl-f54wu-ee2ne-tbuz7-xzjxg-etaoc-jqe,0,0,0,0,0,0,0
118,dyavx-yyzrt-msotl-dofn7-bp5jh-v32ir-44a4n-p7jia-t2bwk-vpw62-iqe,0,1,0,0,0,0,0
118,jjy3x-y4ngx-xqxv6-wcte5-7zo5v-7dffq-qdmxv-ejjmx-6jpsu-qdgpd-fqe,0,0,0,0,0,0,0
118,c5ve7-y3wqj-c3sko-m5utb-up7wm-blzs4-ditu2-atiie-n4log-2uvkd-4ae,0,1,0,0,0,0,0
118,kxby7-y6dh6-jpxhp-7gtal-jndsg-h7cye-gd6l7-psxfh-22v6w-sjcoa-wae,0,0,0,0,0,0,0
118,2aio7-y5omb-dsefj-ut3f3-owz4i-qewq6-3pnfs-6eack-abc5w-q6qj6-2ae,0,0,0,0,0,0,0
118,udilp-yyyum-fi2hv-yay7b-2hxas-yx5fe-mvwup-bqwps-ophmg-nlbm5-pae,0,0,0,0,0,0,0
118,5x4h7-y3gh4-3guqt-mgunp-q2lt4-kx2ig-yecgv-v5ul3-lnv7m-sfa5l-4ae,0,0,0,0,0,0,0
118,askaa-e2ln7-kidng-bdsxf-nzfet-dubri-no2pj-bto3e-43sdb-shzl3-yae,0,0,0,0,0,0,0
118,pevm4-e4ywl-m6rkr-g6unb-g4som-adhus-gujor-k6pmz-zs6iy-t3b2t-2ae,0,1,0,0,0,0,0
118,szeba-eyoxk-r27qz-xcbuk-atpzh-54xjw-emgsc-dej4h-ral7v-ysom5-iqe,0,1,0,0,0,0,0
118,fk6nm-ezyzc-hewh5-7w77m-jqbkv-r4qul-ghp6n-wqr4x-27bok-a356n-aqe,0,0,0,0,0,0,0
118,4mvbu-e7qsq-i3goy-vmfn5-y6q25-ap6uy-hi7vz-fdzh2-ngs33-mstzr-5qe,0,0,0,0,0,0,0
118,33tly-e2rmp-rsifd-x74ex-wocq4-vvsyr-jw4tr-qg4tp-q6okx-tf4nr-eae,0,0,0,0,0,0,0
118,xz2v4-e7kzn-j5uhe-7zrkm-hmyvy-mhend-gocfo-25gf2-f5344-3xwhj-zae,0,1,0,0,0,0,0
118,axw6c-e4plq-h4ptb-pcmyp-r5n74-obdcv-zrzlx-bae3f-3o45s-bigjg-qae,0,2,0,0,0,0,0
118,zijrc-e4bwh-yvnp4-itqzb-evl76-kwtyd-3civj-qgouc-jyfq3-lmmye-xqe,0,0,0,0,0,0,0
118,idvvc-e4rxp-c43cg-zrvhb-xs55l-ru723-im2ym-iy2hc-rc45a-ilxun-zqe,0,0,0,0,0,0,0
118,l6gps-ezndz-j3xsl-zynql-qcvbt-zjiaf-w7o3x-6pszp-27w7l-lopjt-yae,0,0,0,0,0,0,0
118,l7bkk-eyj3e-r7uav-ewruj-xretc-rijmu-gue35-kzaxi-tmy23-4ilsh-iqe,0,0,0,0,0,0,0
118,cgdck-ezbce-i7kgx-g2gnq-amtgw-m3csi-euspc-v7md4-rolps-3vdaj-yae,0,0,0,0,0,0,0
118,uru42-e72kn-a26mv-3pfyg-fu6ml-sminu-n2t7a-tvere-tqsdd-uh7ed-gae,0,1,0,0,0,0,0
118,3wb32-e2o3u-73ihc-3ups4-f7hki-76rly-novk7-xavb5-kvs6u-7p2fe-zae,0,1,0,0,0,0,0
118,dkxb2-e6rhf-jvf3x-jgqrc-l7ubz-an2pp-slkqz-bdjug-dg6jj-wz4gj-zqe,0,0,0,0,0,0,0
118,kzwao-ezz44-s7zc4-eeclj-zgidw-gzx2r-dajat-pe3ln-trpkb-mvzmz-7qe,0,0,0,0,0,0,0
118,ysdw6-e5yfz-2e74z-7ijeg-y3qvx-k6bpv-rdpny-k652j-zklcr-yjduv-sae,0,0,0,0,0,0,0
118,pvz5g-e5xjv-223ya-4vjgd-fyfyd-pj754-q5rmy-45xdk-vceoo-g6il2-gae,0,0,0,0,0,0,0
118,fihrw-ey66b-mo4cz-vfxqd-sb4q5-rrguh-agajd-perfl-jpeyu-hdy43-zae,0,1,0,0,0,0,0
118,f2ikb-e6g2v-wxam4-4eb3f-ptuzz-mdbx2-l2lrm-hgapy-2cvkx-dfno3-bqe,0,0,0,0,0,0,0
118,jrqij-ezyte-ekwhx-ec75s-lqq52-hfyd2-npbnp-jzclv-wqces-bcds4-cae,0,0,0,0,0,0,0
118,kmcer-e32jq-bvqwj-tdpre-ramop-zhhx6-zk5yj-4zgxh-rnson-5pkpj-pqe,0,0,0,0,0,0,0
118,2di3r-e2yzk-wstra-wrqxz-qvbab-mibxf-wptkl-jixgh-rabpa-z7lnb-iqe,0,0,0,0,0,0,0
118,au5mn-e3qwl-vl2re-gngwk-vxtdj-awqeg-qv2rq-dlc3g-4sdzu-wbllq-7qe,0,0,0,0,0,0,0
118,v5qhf-e23zi-ggehl-pv2vl-mozx5-4b2oa-adrok-bgzwi-sntut-ylhu5-7ae,0,1,0,0,0,0,0
118,f7g3n-e7c5a-yjwix-i2ggv-o5bck-ayaj6-prme4-v7r77-ht5eq-zervj-dae,0,0,0,0,0,0,0
118,l47zn-e7j4g-pdtad-rj2y4-3r57t-6n7uk-shn3r-gmei7-ftera-b53r4-iqe,0,1,0,0,0,0,0
118,6z2xv-e4cq6-d5vru-ag5g3-atvmq-64luc-75l3e-pfdyk-jm3vk-per45-eae,0,1,0,0,0,0,0
118,or4gl-e4c74-44lzj-xkvz6-55ytu-q3zvt-odgpx-kaw56-ugmr5-cxasr-4qe,0,0,0,0,0,0,0
118,h7h43-e4xyk-4xpyj-gs743-3jmsv-tj2fr-em5no-u7rev-4ryup-ibajm-dqe,0,0,0,0,0,0,0
118,3w6tl-e3alh-xy2gw-5oafq-mjhwt-66cim-q6yda-vskke-cniiq-aaje2-oqe,0,0,0,0,0,0,0
118,znn7t-e2sh5-s3nzw-ul4rf-ryfbi-bknaz-2hjot-ge2z2-s4wko-4ifjb-uae,0,0,0,0,0,0,0
118,7ef3t-e5ix2-lfn7y-v4m6f-x755z-onajq-lgtrr-a35dy-yyjkh-akxvq-kae,0,0,0,0,0,0,0
118,hzg53-e3oar-rhjhx-pp653-wzj7y-2z6yz-65fud-bdd4w-crvol-kiawf-xqe,0,0,0,0,0,0,0
118,kyrih-e67g5-233vg-ainps-qkoh2-zrbsk-x6llm-iejtc-muoek-ijkxe-nqe,0,0,0,0,0,0,0
118,iwlrh-e4wdl-dvdd6-qzcp5-hrpmq-ny72w-4b4gl-ewg5g-kcm6p-ddivl-iae,0,0,0,0,0,0,0
118,pl65x-e2ayw-xm2w4-uaua3-o3iqi-w4yfn-c3dnx-mxdpz-mgnc3-hryx7-rae,0,0,0,0,0,0,0
118,ahnwa-u6pxr-qhliq-fn7c6-r6sxs-7q3pm-a2ruw-zfohi-znrp7-i4cug-uae,0,0,0,0,0,0,0
118,3g6ye-u6eog-ahk6k-z3xed-u2fmr-ar4fq-um5i4-3ypkr-hvhoc-t4c4x-2qe,0,1,0,0,0,0,0
118,qadai-u74jy-nfint-gf2lw-ghiov-dwazv-fnxya-go7gt-uzba5-xg7h4-2ae,0,2,0,0,0,0,0
118,2wrai-u2yuf-w5a7p-es4vv-4kyuh-ttxr2-eiap4-op6ug-aidwn-7ntgd-eae,0,0,0,0,0,0,0
118,hr7sy-u2umi-beaaj-ojpkf-ebja3-qyr4l-avazu-isizh-pkctd-w7z2i-7ae,0,0,0,0,0,0,0
118,vqdra-uzl5z-qekgk-dgzrc-ejv7r-qjxmz-ycjpg-wvssb-vofru-6rtg5-2ae,0,0,0,0,0,0,0
118,uca4c-uzilz-2kxxf-addwm-rkgel-6tbeh-6m254-5qqpw-girfw-7rgto-hae,0,0,0,0,0,0,0
118,jufec-u7nsl-rzvom-45b76-67iwa-b55ua-4a2de-x4ds6-ha2e3-pljd4-zae,0,0,0,0,0,0,0
118,gmbok-uytzs-aio7a-5wzbx-axvo4-ig6ce-4u5lh-nbsw6-hpsif-b6qnz-aae,0,0,0,0,0,0,0
118,zajy2-u634v-mlywk-7xb2d-mxsgd-winyt-j7ar6-kqyiv-r75gm-mf56i-uqe,0,2,0,0,0,0,0
118,pnxc2-uzrca-ipijt-kmpao-5ytn3-pghao-gkaay-kzjt3-gwy6j-zhiw2-vae,0,0,0,0,0,0,0
118,lc5ts-u6jok-jk2bw-zzifp-ycojb-jhm6m-fdfgn-f2gl3-a6t2k-ohsmm-oae,0,0,0,0,0,0,0
118,4qzz2-u52wg-iqev7-5icvc-eqnxo-s5rcw-5ez7j-vz5gj-exerk-exith-nqe,0,1,0,0,0,0,0
118,tnd2w-u7qw4-2gjkw-2ztku-ajvoq-3gvml-e7364-yv3vp-fabiy-n74j7-tqe,0,0,0,0,0,0,0
118,pzzsw-u5qzy-k5gs6-7se3g-v5b3z-n4xnn-xoomp-ueq4s-7t7oz-xdpxb-pqe,0,1,0,0,0,0,0
118,xubw6-uzqco-ysedo-wqhrq-t2d3m-whchq-qh4rl-4mvlw-jl32k-picwx-pqe,0,1,0,0,0,0,0
118,f3ejg-u6i2v-bbeoq-xmo2y-h5mei-7miza-atzhl-dk66l-qfecg-ve43b-sqe,0,0,0,0,0,0,0
118,3n65g-uz24s-ck6rw-z7clg-e72sc-p6fce-sskwg-u62ac-nxl7l-kldtk-7ae,0,1,0,0,0,0,0
118,gludw-uybq3-5xy3x-fk7kf-klhvs-xgzsd-l6mfd-pizqh-k3rbn-gwith-bqe,0,0,0,0,0,0,0
118,v5vx6-u2gc5-iostz-rw4lm-lw34x-bjanz-benqy-dzkbh-257kt-sfr4r-7ae,0,1,0,0,0,0,0
118,t3vd6-u6ldm-rthc3-j3cnm-kznvf-5bt3t-wwwnf-sewqq-2yovh-gqles-iqe,0,0,0,0,0,0,0
118,iloeb-u7r7l-xmpgt-wcy2w-gbztz-ru4nb-2xmcw-5266m-hnyc7-4wjl5-wqe,0,1,0,0,0,0,0
118,c5bkj-u4nlt-aauht-js3vm-iucgq-hwnrz-ivs56-jfnlw-s4ltx-jvziw-mae,0,0,0,0,0,0,0
118,evbyz-u56db-r4zv5-hlrav-qu57x-cktsl-chqyz-x5kra-zftmw-k5j3p-7qe,0,0,0,0,0,0,0
118,3v2bj-u72r2-rjak4-t6oye-foxmd-n2ksv-7dqjl-muwvp-ycky2-umgnw-cqe,0,0,0,0,0,0,0
118,vjgjz-u7iuo-co27v-yqee4-ln7i3-5uq53-qw4lq-6w4f4-usice-edkcb-7qe,0,0,0,0,0,0,0
118,jzzuv-u7pbx-6zqjf-chkbj-ga3ch-ai6yh-o7yql-h4trh-algkk-zxdyi-tqe,0,1,0,0,0,0,0
118,qjhmv-u22nc-kr5tu-7qobr-vh22z-udstz-jxm6u-n2pq3-bky43-alzxt-wae,0,1,0,0,0,0,0
118,kjzav-u7wdy-fo5sa-w4bfh-72oaq-f436i-eha3x-caz2t-gnuxl-7e56v-aae,0,1,0,0,0,0,0
118,zosjf-u5qvm-ephbc-f3fi6-xgdqc-vpbh4-roi6k-nkui5-6mdkk-7bp2j-wae,0,0,0,0,0,0,0
118,tolt5-u3mdh-4d6om-n7jj5-culcj-shgzo-bzb4p-qswqn-qunzg-hkbfl-tae,0,0,0,0,0,0,0
118,uzzil-u2ra7-wqmwq-zy55b-ixkbu-u2tly-cw32r-i5qvl-fst3r-7j6w5-7ae,0,0,0,0,0,0,0
118,dpusp-u6l44-qs5g2-f3omw-hvzqi-mvrwt-poqua-h2e2u-hhftk-ed4m6-cae,0,0,0,0,0,0,0
118,dyq7d-u2o37-qhyx7-guf7s-p27j2-igfd3-eihs7-2w5hh-fdwlp-gkjbb-yae,0,1,0,0,0,0,0
118,3nmvp-u5a67-vqww6-tqkms-ckqn2-ozjj3-ltpfy-xzuqy-dep2t-bqska-vqe,0,0,0,0,0,0,0
118,q37ht-u4yfa-dgktj-rgqwl-t4b2d-tr4lc-v4bxd-bqvyl-5g254-6xa6h-tqe,0,0,0,0,0,0,0
118,ioert-u4gu7-cvcg3-bmjst-ykm6q-pcjqn-ttlnk-ewm25-zwicx-i3tmi-uqe,0,0,0,0,0,0,0
118,77lhx-u4ahq-wvyxj-gv3ba-i6xys-uzwbs-shgaa-7mqvf-ghgbr-heql2-wqe,0,0,0,0,0,0,0
118,55573-u4k3y-dtd75-ntmxi-cg3rf-3k4xk-jwxf7-uissn-xe37d-46zuh-7ae,0,0,0,0,0,0,0
118,vkhca-m3sos-yukvp-khict-357gz-eamag-7vq6y-prgsi-pudkn-2t72c-qae,0,1,0,0,0,0,0
118,ym7pi-m6wiw-w6zg2-anyyz-s4i4x-62trp-kvwde-bt6rn-xs6xu-bllqf-eae,0,1,0,0,0,0,0
118,2fmfq-m7jvi-7ph4k-deouv-6r7it-th42e-otfps-zstw5-ose5w-zqu53-wqe,0,1,0,0,0,0,0
118,frpce-m6hzp-6rhem-xtk7t-ap5qq-4svin-lhk7q-wd454-4vgo4-mpsdb-6qe,0,0,0,0,0,0,0
118,nwnee-myu6z-j2fcd-22rms-37hwu-spji2-z4ron-igtrr-in4zq-fxxtp-3ae,0,0,0,0,0,0,0
118,bhfqu-m7km5-t3hfl-zbsgf-xgebo-j2oki-pf5px-4kexd-ywxbh-n5pa6-uqe,0,1,0,0,0,0,0
118,bbd44-m3qim-vsx2b-3rfuo-wbdri-zamld-qunbs-3m3ck-fi3eb-bnbrz-3qe,0,0,0,0,0,0,0
118,kocnu-m2zhb-hzsiw-66iup-y5zf5-qewec-uzqtp-pywcp-cdz5k-d3mjb-mae,0,0,0,0,0,0,0
118,4ai3u-mzpxn-5fem3-srbkc-uewvf-7ob6z-rka7d-uu5uj-m3i3i-l3o5g-7qe,0,1,0,0,0,0,0
118,l3tpu-mztiq-nyaz3-lf7zp-gxhgf-tz5ex-3xnyb-nhlpg-2unk2-kql2n-wqe,0,0,0,0,0,0,0
118,bqskk-m5aj5-2kx6n-ea25n-kqbeb-s26al-54txv-dcm7t-mnlal-57xkl-7ae,0,0,0,0,0,0,0
118,r5lek-m2bvi-akiwf-v3fho-ja2br-qnszi-hcs34-vi6zb-tkw4y-tl4ul-eqe,0,0,0,0,0,0,0
118,hrsms-m3re7-vfome-dpmu2-7d3aa-hoi3d-qlre7-ostrb-rdsv6-kxou6-vae,0,0,0,0,0,0,0
118,7pze2-m23pi-f2cxy-dnqib-kyl3h-5v6nq-5gm2i-xbjdt-5ehnl-ghdqz-vae,0,0,0,0,0,0,0
118,bdjh2-m26v6-wzasj-g2ctx-z7ejq-unewm-ajp7i-dia7s-4xbkb-w4wxh-nae,0,0,0,0,0,0,0
118,jta6g-m5fs3-j4s7h-oax2m-fwvpp-wakdu-26hkz-t7iu3-cwe3q-qxu5h-xqe,0,0,0,0,0,0,0
118,czag6-m7vvc-etdbf-4mmaw-n62xc-yb2d6-g5fnh-chwnm-uicao-g7jut-pae,0,0,0,0,0,0,0
118,rwkfo-mzkcp-qjvi6-orrct-jaimg-3ovh3-yo2hu-hznun-hsoir-qqq7j-eae,0,0,0,0,0,0,0
118,vxxpo-mzc3s-rpsia-y2ef4-ga3vd-nl6yl-mfv3i-5ehse-vqzlq-rvutj-oae,0,0,0,0,0,0,0
118,qt4pw-m4cbn-uplai-kpzu5-e2ls6-lbinh-f6h3h-hzdon-pgmiw-4cq2z-aqe,0,0,0,0,0,0,0
118,mhf7w-m4jwz-czzbx-narwq-g6dkb-y4rsc-itzq6-wiju2-4kwqb-u6e4f-zqe,0,0,0,0,0,0,0
118,mfdj6-my4za-t6lpm-v26vz-ovgen-sy55j-blrjd-7j4xf-ls6h7-5catj-2qe,0,1,0,0,0,0,0
118,64gcb-m7hmx-56ytc-gjyqw-zhk2g-cb7oo-sww5c-mhd6b-wktol-oiurm-yae,0,0,0,0,0,0,0
118,esq6b-mzkwz-bc3fp-y5b3q-adiz3-a3vic-wmwit-ptsuk-hywia-vbkec-sae,0,0,0,0,0,0,0
118,mfucz-m2nwr-mnevf-umsyl-mn7ow-kqkkz-2pjla-lrf6o-j4oet-azuow-vqe,0,0,0,0,0,0,0
118,47ilb-myiah-ychcm-zanmw-7kt7d-wl4tw-nwoh7-37acq-6wszj-7iaew-tae,0,1,0,0,0,0,0
118,qwcbj-m7koa-aarkr-lh223-ojytc-65lk2-kg42x-uf6nl-xtpqb-tp6bd-eae,0,0,0,0,0,0,0
118,w6n6f-mzrzx-yiqn7-3rwg2-ubnoh-o2kaw-kerjo-2jtqw-tcxan-pptvh-aae,0,1,0,0,0,0,0
118,pegy5-m5rzp-nsasr-dmwuz-ho5pa-oahcp-wwajr-bt42c-nyuns-mqe7s-qae,0,0,0,0,0,0,0
118,5nnhn-m2ogw-dryuu-x4z6r-6r3qt-wrulf-ujqrm-alua7-2upr5-7wyt2-xae,0,0,0,0,0,0,0
118,dmned-m3pzm-4piiq-sl5bk-wo7s5-skz34-4l6na-ymwxm-x7il3-xw5vo-6ae,0,1,0,0,0,0,0
118,6nm4l-m3yaa-jx2xa-yskv6-4epyi-kv4n6-odt5p-h6auz-hbutq-msa2z-3qe,0,0,0,0,0,0,0
118,4lyjl-m7ms5-2ofjp-3nrt2-txqb4-dop66-npryy-hmsu7-ohgwn-5js4o-fqe,0,1,0,0,0,0,0
118,7wezt-m4nbq-w5cce-7z5gt-eqwjq-22xi3-oyzxj-5xsop-j6hsy-3uqz3-tae,0,0,0,0,0,0,0
118,wxgz3-m5cji-fp66x-s3dqh-2jo2c-3igz4-ev3ui-dbrgd-m7upd-a5eq3-iae,0,0,0,0,0,0,0
118,isnp3-mzear-jc4lk-vwmb4-xqpwq-4sr7y-lievv-f7y2i-e2ico-qfsnj-iqe,0,0,0,0,0,0,0
118,ilr53-mzo3g-6u2t7-kf7wg-qqqzk-36g7l-uafcs-2gkvk-bivni-unc2n-uqe,0,1,0,0,0,0,0
118,ilmcp-mzply-rhxtk-impnc-kbp4f-ynkre-442qp-ls356-psqep-4z2hf-cqe,0,0,0,0,0,0,0
118,nsb6p-m5542-qjxj7-o7eqg-h3leu-zqi25-p3oyn-hzyfk-dhfvt-xjqus-jqe,0,1,0,0,0,0,0
118,c7hcp-mzxhu-v5km2-fk573-dco4n-un2tx-gxdfv-s2fdz-mzf3q-fbb5h-gae,0,2,0,0,0,0,0
118,76aq7-m4oa5-xdjir-d5iqs-q33qt-cknew-yo34z-6frcv-n6s6x-am47p-lae,0,0,0,0,0,0,0
118,rst7h-m4noc-emujt-suklk-o5wlw-bpkpx-y7jkg-i4ak7-372jl-x6gpk-mae,0,0,0,0,0,0,0
118,3nzj7-m6j7v-oxnct-q34i4-n7fym-7noao-l7btq-bbgty-ykfgc-fip2w-dae,0,0,0,0,0,0,0
118,wdv6a-42zz2-36m37-o6ol4-za76t-d4nde-ltm7b-tn7ba-asx2e-qzqwk-5ae,0,2,0,0,0,0,0
118,qly2a-43dnq-wukvd-motsz-kt7b3-bsuzk-zkm6c-l7ato-rv75c-c4lb3-fqe,0,0,0,0,0,0,0
118,ntiqi-4y2ea-smacg-66xzz-7srjp-rgdvn-cmwkq-y22ck-iuwpn-drjeu-2qe,0,2,0,0,0,0,0
118,ym37a-42qnv-j3kaw-olxgk-t6o3p-xtkjd-4pdre-2eyfm-bqhkq-rlycn-oae,0,1,0,0,0,0,0
118,eao7q-47fjg-s574t-iopxh-cyahy-ddxjt-emshy-dfg2j-uvv66-qqz66-dqe,0,0,0,0,0,0,0
118,qt3pq-4ymb2-qc4j5-eopdm-wguyp-sud76-ddapl-curgw-sxbaz-vil2a-rqe,0,0,0,0,0,0,0
118,7exwu-44ytb-e45cs-m5wcp-icjv4-vsd4p-gror6-2rbwu-x6fxt-praha-cqe,0,0,0,0,0,0,0
118,tsp44-4zlx2-nnblr-4sxji-5yfb5-7zcsz-6tfsh-bsdtx-4o3wv-x5uvs-kqe,0,0,0,0,0,0,0
118,5l7rm-4zvqu-q4kep-yaptl-abp54-mxxta-w5msv-insru-e65pl-dkhrx-yae,0,1,0,0,0,0,0
118,ugclm-4ydqt-wo3ul-3w73p-2xz5r-ni2ue-lwhyv-loetb-ensov-a2wpm-eae,0,0,0,0,0,0,0
118,lnrgs-47qjp-e7ejd-ipifi-rxlnz-r7j7t-mzpy6-lsrex-djzsy-nyi5n-fae,0,0,0,0,0,0,0
118,orues-4zocz-t73yt-obmcx-dmvtz-dqtpu-qu4mp-vbcxm-mrlio-snuhz-nae,0,0,0,0,0,0,0
118,5cfzs-43flt-rwbou-awj6x-ljczs-znmwq-7h6si-npph2-w6hj3-x2uob-sqe,0,0,0,0,0,0,0
118,ights-45yyh-tgfxt-akjmf-cwt36-72xhg-i6mbd-zei22-mampp-whu2q-uqe,0,0,0,0,0,0,0
118,hk7zs-427iv-swuk2-iharo-43iuq-g3ecg-rdpb2-fjpqt-lselc-tgakt-uqe,0,1,0,0,0,0,0
118,2tufs-46m72-yjmvo-ohmlx-v5smk-ztz24-wxnjo-teobg-bizxd-agadp-rqe,0,0,0,0,0,0,0
118,hd2sk-447d6-zzrxt-2w4nh-utoah-3bmv5-fxljx-jhn6b-mkv63-75wxx-6qe,0,1,0,0,0,0,0
118,rbro2-4ztdg-4nqxn-o2g3y-z2vgm-xxuog-7d4fv-miw7o-dpwwi-xii3o-fae,0,0,0,0,0,0,0
118,sllrk-43jrk-t6lly-pww7n-ch5wb-74dle-lqhzy-6tklq-ztcuz-vnigh-kqe,0,1,0,0,0,0,0
118,v7vpw-4ytc2-qyqzi-jo4g6-z7qdh-ltcax-yjftl-yas7i-yfx77-qd44s-dqe,0,1,0,0,0,0,0
118,dsogj-42x6m-irr2c-uktc5-2v3lx-2x2e7-63ic3-5inm6-emwwv-n2evd-2ae,0,0,0,0,0,0,0
118,zutjf-4ynfq-6gc4j-jo5wf-px5sw-7ujmd-po2wv-epxtz-fqtxs-jfg53-mqe,0,0,0,0,0,0,0
118,aodtf-45fmz-sbkgz-nquhj-za3i3-tspge-qx24y-du6m4-nasob-mw3xz-oae,0,0,0,0,0,0,0
118,bpzt5-45oht-zchay-6rjrg-bcr7o-n5icg-de77p-rnl6r-f67st-37kzb-nqe,0,1,0,0,0,0,0
118,3pdgd-425xv-chj75-a6azv-blgcx-shegq-kajzn-o4h4a-nzuzl-4jzgw-3ae,0,0,0,0,0,0,0
118,hsevd-47zxs-llud3-fxbxe-g3rn4-bxbt3-j55ig-yvfrq-ineug-nwn6f-iqe,0,1,0,0,0,0,0
118,qcdzt-4zad6-g6oma-da4yx-lz4cr-3mi4r-3hfte-xmjhg-c6puy-4sai3-lqe,0,1,0,0,0,0,0
118,2ro73-43dor-muoky-g3vqw-6y367-t4bdm-7igcu-w2y3k-rxjna-v2ptn-5ae,0,0,0,0,0,0,0
118,5qm4x-46eaq-vcazd-4cmhn-by2f3-7pvev-jvan5-k2eds-2kye2-qutko-bae,0,0,0,0,0,0,0
118,eoegx-45i4d-2diyj-wtgl5-vke7e-dlj3d-qofch-5ysvk-wblev-23n6i-iae,0,0,0,0,0,0,0
118,adcsx-44ulk-ugo7s-tw2qh-nitk5-mlm27-gxeau-jpqsc-djffa-4iu3d-sqe,0,0,0,0,0,0,0
118,7oqdh-46s47-vpxwt-ktbp3-4b7f3-crjru-weser-gvrcf-ar52w-73m46-gqe,0,0,0,0,0,0,0
118,oecxh-46wfs-ig3it-mn3gn-m3qlr-vsons-2qdsx-6leq4-7veut-xw5ru-eae,0,0,0,0,0,0,0
118,xhpnp-4zivn-vickz-wcv3y-5lzz2-ezare-5e75k-rboqt-7gwxj-wqvl3-mqe,0,0,0,0,0,0,0
118,bd2t7-46z3g-z6565-3kfe6-2tjem-2fzsq-jglyr-6zeu5-xen5s-odj6r-iae,0,0,0,0,0,0,0
118,2jqqm-c2ixk-7zxko-pplz5-k5oj4-awhsw-7mxnv-li7s5-k7j6a-j64gk-sae,0,0,0,0,0,0,0
118,isjem-c4lyx-qil5o-fevvp-f46l7-sb66t-px5jp-sksxz-a45ca-nhlk6-pae,0,1,0,0,0,0,0
118,ozjgq-c5ffe-r5nat-um4oz-ino7s-4fyhj-fnhjj-rkj7i-fpjeh-qlfde-lqe,0,1,0,0,0,0,0
118,rqgoq-c6pux-cf5tp-ycbvw-xheth-uhut3-lm5op-5caw3-ez7an-hgsxh-sqe,0,0,0,0,0,0,0
118,nii24-c4os4-tdmif-7pqv4-7uwhl-pf6i3-oi6iq-nltxs-hbypf-47qze-mae,0,1,0,0,0,0,0
118,rwfjm-cyl7h-bvqk5-m4ogv-a7wjf-g7jj6-exw6f-mvqlb-piym4-w2th2-2ae,0,0,0,0,0,0,0
118,sjl5q-c4rsq-ydxlh-oy4lh-eh4or-jlzgb-iou7b-s4n2x-kzupp-zspkn-cqe,0,0,0,0,0,0,0
118,dpfiy-cy3xy-hylej-iz6xx-q4pye-wc2vf-glaxv-t3w4f-tpqa2-gkonc-oqe,0,0,0,0,0,0,0
118,mjzoc-c567v-lwa4b-rmfxq-oemoe-w65bx-oirbm-4vgar-pjhb7-tmfp3-yqe,0,2,0,0,0,0,0
118,rbdrc-cyfh3-7facm-2r4pi-lpixm-nrxe6-ddzpd-lqkn2-rna5p-ant3r-iae,0,1,0,0,0,0,0
118,3jwtc-c5pib-sjbzs-ljrlw-olqs5-wolpt-h7ekz-iwdcj-sxn3i-hmvkl-lae,0,2,0,0,0,0,0
118,wgatc-c3vxj-jmntp-566oz-dutaa-37q6e-lr4pd-4qxqd-yromw-gv65r-iqe,0,3,0,0,0,0,0
118,njevk-cym3p-rfmob-ecint-xcqbr-ncp44-kshny-l4igh-gxe3t-augfi-uqe,0,1,0,0,0,0,0
118,fmh5k-c3rcb-k75y6-i3ko6-ytyeq-iteic-n33dr-islu4-5q53c-4vvfm-cqe,0,1,0,0,0,0,0
118,xgwag-cyplh-i2h2b-6t37h-id5tn-5fusc-lsnpe-eg4ks-r7ln5-mzk5p-gae,0,0,0,0,0,0,0
118,oyy2w-cyy3b-wkwoq-vwi62-rzbbc-bqdwx-2kzjf-3xv6p-prnt5-djyap-cqe,0,0,0,0,0,0,0
118,3gdhg-c7lwt-yu2ad-x5m5z-j4ydt-6vkqp-fwxic-c43y6-x2tq3-mjii7-uae,0,0,0,0,0,0,0
118,lxfnw-c5bdq-hlotd-4i2dn-7b567-zat2n-x36p4-lpyzi-ijeps-jvfoz-gae,0,0,0,0,0,0,0
118,7xymb-c3w3p-g4buq-bpqg7-2urp3-r6bgn-7uxir-chv2j-it5f5-goja6-5qe,0,0,0,0,0,0,0
118,yhdcb-c7ecf-iznel-7pf4o-l5jyb-ccnji-dk6aj-epdzz-5b6c4-tz3y5-qqe,0,0,0,0,0,0,0
118,y6byj-c24ms-mntu6-x24x7-mczu6-zjnbz-m6grd-hv4s2-v4lr7-nriop-iae,0,1,0,0,0,0,0
